track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target
"I Don't Like It, I Love It",Flo Rida Featuring Robin Thicke & Verdine White,spotify:track:2S5LNtRVRPbXk1yRQ14sZ,0.854,0.766,9,-4.697,,0.141,0.242,,0.793,0.784,118.4,224258,4,24.699,11,1
Bruises,Train Featuring Ashley Monroe,spotify:track:3adeqciqrsp6PQqRhGDC7,0.63,0.791,2,-4.497,1,0.279,0.131,6.83E-01,0.232,0.491,12.963,231787,4,28.35978,9,1
idontwannabeyouanymore,Billie Eilish,spotify:track:41zXlQxzTi6cGAjpOXyLYH,0.483,0.412,7,-8.461,1,0.42,0.737,,0.116,0.247,17.163,23569,3,34.2988,9,1
Amen,Edens Edge,spotify:track:cunAi5FhuVTMMIE9XfqfP,0.59,0.688,5,-3.892,1,0.313,0.345,,0.151,0.434,179.47,22856,4,47.38287,11,1
Resilience,Synthetic Breed,spotify:track:3GyYYM6W2CvyCH2DYWKXYi,0.346,0.939,1,-3.35,,0.556,2.79E-01,0.375,0.371,0.479,99.951,2652,3,45.1226,14,
Friends,Marshmello & Anne-Marie,spotify:track:8bNPGLD8AhKpnnERrAc6G,0.626,0.88,9,-2.384,,0.54,0.25,,0.128,0.534,95.79,22621,4,27.17521,1,1
That's All She Wrote,T.I. Featuring Eminem,spotify:track:6XAA7T9VHcqKQSzjmXAJ8o,0.496,0.785,7,-3.472,1,0.36,0.328,,0.941,0.357,17.2,31836,4,43.12417,13,1
Think A Little Less,Michael Ray,spotify:track:4JjIIBNohoV2gZjH4nEzR,0.521,0.85,9,-4.481,1,0.289,0.124,0.219,0.33,0.527,141.967,176987,4,27.936,1,1
Callaita,Bad Bunny & Tainy,spotify:track:2TH65lNHgvLxCKXM3apjxI,0.61,0.624,2,-4.773,1,0.39,0.6,2.12E-01,0.243,0.244,176.169,25534,4,34.94551,16,1
Purple Lamborghini,Skrillex & Rick Ross,spotify:track:6JyuJFedEvPmdWQWPkbGJ,0.457,0.899,1,-2.591,,0.132,0.19,,0.831,0.298,147.268,21551,4,34.21437,12,1
Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",spotify:track:4w8niZpiMy6qz1mntFA5uM,0.842,0.81,8,-4.167,,0.228,0.157,4.82E-01,0.642,0.617,95.881,2125,4,3.8451,14,1
Dead Set On Suicide,Cattle Decapitation,spotify:track:6mtAtUpgaeKAogV9fFOY5q,0.323,0.987,,-3.444,1,0.242,5.71E-01,0.385,0.259,0.148,128.3,19837,4,57.62971,1,
What Is Jazz - Tape Five Remix,Club des Belugas,spotify:track:utfSz6ezFLHFQ2hREscBK,0.788,0.862,1,-7.714,,0.439,0.313,0.682,0.124,0.759,129.972,27873,4,45.87935,13,
A.Y.D.,Cass McCombs,spotify:track:1XQ8rq3toot2xIfCYU7hEo,0.321,0.75,11,-6.945,,0.89,0.196,0.224,0.974,0.287,168.351,246467,4,41.852,11,
In the Black,The Black,spotify:track:6ynLwSecwUcV94Z9UUgSfA,0.319,0.961,4,-4.31,1,0.613,2.91E-01,0.549,0.326,0.351,142.953,23724,4,44.63,11,
Somewhere On A Beach,Dierks Bentley,spotify:track:5CG9Ps5ynNjpKJHmwc95pa,0.569,0.638,7,-6.557,1,0.291,0.547,,0.848,0.438,144.42,19712,4,33.97383,8,1
Where the Slime Live,Morbid Angel,spotify:track:69sFeRXmfYGSqakhy5V5,0.282,0.882,6,-6.793,1,0.713,0.161,0.362,0.114,0.297,84.88,32673,4,29.1489,16,
23,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",spotify:track:2FZrLl9zSbO9b3DhaqO6M,0.859,0.599,9,-5.254,1,0.614,0.362,8.20E-01,0.13,0.319,14.5,25252,4,65.31142,12,1
Fight Night,Migos,spotify:track:2n5gVJ9fzeX2SSWlLQuyS9,0.874,0.76,1,-5.132,1,0.27,0.182,,0.334,0.895,89.968,216248,4,43.9491,9,1
Frontbeast,Destruction,spotify:track:gb1X5GAOG4yUR3S2GJx5,0.44,0.989,,-3.181,,0.191,3.67E-01,0.543,0.249,0.455,177.936,121,4,16.76518,7,
Casterly Rock,Ramin Djawadi,spotify:track:2CXK75Y7jxHcmexYuusfS,0.293,0.43,5,-14.76,1,0.592,0.715,0.831,0.14,0.128,113.31,14336,3,28.8747,5,
"Lover, Lover",Jerrod Niemann,spotify:track:5UzUqw21okODBNUnxptVo,0.879,0.567,7,-6.59,1,0.586,0.184,,0.622,0.948,112.472,193733,4,37.97578,9,1
Summertime Magic,Childish Gambino,spotify:track:4j3GWI86JvSaFBLdmgcfF,0.76,0.579,,-7.374,1,0.569,0.129,0.351,0.16,0.125,1.1,2136,4,59.47682,7,1
Autumn Nocturne,John Surman,spotify:track:6Jws7Ip1lI9JNDGppRHRv,0.313,0.13,7,-18.886,,0.48,0.992,0.93,0.11,0.737,73.377,412267,4,22.9412,18,
It Will Rain,Bruno Mars,spotify:track:RUGuh2uSNFJpGMSsD1F5C,0.576,0.835,2,-6.826,1,0.486,0.337,,0.82,0.476,15.17,25772,4,29.79673,11,1
Any Ol' Barstool,Jason Aldean,spotify:track:4T5Z4mbTe7kuGqgLpaRtTh,0.536,0.722,4,-4.163,1,0.284,0.312,,0.117,0.499,143.78,23293,4,39.55259,9,1
Better With The Lights Off,New Boyz Featuring Chris Brown,spotify:track:3wCSVS7KM9CIIHrChpabQ3,0.573,0.848,7,-2.742,1,0.57,0.521,,0.25,0.561,112.84,2198,4,45.72,9,1
Yeh Baby,Garry Sandhu,spotify:track:4bAimZUcPJK86hdCuAjt,0.8,0.747,1,-2.48,,0.877,0.113,,0.41,0.85,176.72,185455,4,16.71655,12,
Pick It Up,Famous Dex Featuring A$AP Rocky,spotify:track:3ncgNpxLoBQ65ABk4djDyd,0.921,0.467,1,-8.443,1,0.119,0.149,0.238,0.334,0.287,135.995,191252,4,37.8873,11,1
Everlasting,Thergothon,spotify:track:5y4Psrwwa3TrOcyERR2pLk,0.157,0.177,4,-2.399,1,0.333,0.58,0.939,0.156,0.144,97.35,36757,4,41.69247,16,
Lights Dim (Ambient),The American Dollar,spotify:track:34UY6BjtPEMuvxAYViFvE8,0.236,0.272,1,-17.844,1,0.389,0.942,0.879,0.12,0.87,137.938,8967,4,19.29366,5,
Eclipse,Kyoto Jazz Massive,spotify:track:34QVwkv3GUwpDmI2Iy5RdU,0.654,0.912,1,-8.718,1,0.475,0.722,0.93,0.127,0.722,12.2,455187,4,82.59318,15,
Nuit blanche,Inigo Montoya,spotify:track:67zHbVH9uZDfXx5b9OZERp,0.475,0.763,9,-7.349,1,0.438,0.464,0.899,0.737,0.111,159.941,21764,4,29.63816,12,
In My Blood,Shawn Mendes,spotify:track:2QZ7WLBE8h2y1Y5Fb8RYbH,0.622,0.712,5,-7.321,1,0.66,0.573,,0.13,0.487,14.25,21136,4,42.29588,12,1
Journey to Satchidananda,Alice Coltrane,spotify:track:3kmfx8L4sEpxs7766pLxrG,0.634,0.494,3,-8.647,,0.347,0.756,0.98,0.86,0.552,71.964,6526,5,3.28878,33,
Gangsta,New Years Day,spotify:track:3PHyLpZkzfA4BEX9Qr6nAX,0.452,0.939,7,-4.512,1,0.972,0.248,,0.11,0.212,127.123,234933,4,37.48451,1,
Chasing The Sun,The Wanted,spotify:track:4b4coH7PtrPsI86drzgFs,0.636,0.732,7,-6.29,,0.962,0.242,,0.498,0.679,128.11,1988,4,31.2421,9,1
Wasting All These Tears,Cassadee Pope,spotify:track:25zXRQGuwYZdIp88fVZOPC,0.465,0.772,5,-3.932,,0.378,0.959,1.40E-01,0.167,0.257,155.83,21564,4,29.36751,11,1
"Sunrise, Sunburn, Sunset",Luke Bryan,spotify:track:53yTYusPQJ1AApL1hiDnc,0.471,0.897,9,-2.27,1,0.597,0.193,,0.196,0.719,159.958,21693,4,39.46646,1,1
My Way,Fetty Wap Featuring Monty,spotify:track:1WoOzgvz6CgH4pX6a1RKGp,0.748,0.741,6,-3.13,1,0.531,0.419,,0.147,0.537,128.77,21353,4,41.8276,7,1
Swang,Rae Sremmurd,spotify:track:6mapJIPnQ23RTAevUoEDL,0.681,0.314,8,-9.319,1,0.581,0.2,9.82E-01,0.1,0.166,139.992,2812,4,28.36356,11,1
Rich As Hell,YoungBoy Never Broke Again,spotify:track:5A6tFAdihqILHJrWuR6wD4,0.874,0.647,1,-5.256,1,0.441,0.382,,0.215,0.228,154.4,215327,4,112.22588,7,1
Apparently,J. Cole,spotify:track:1HNs7uZxZniPNmniw2GTa,0.81,0.543,5,-9.236,1,0.91,0.564,,0.116,0.534,133.982,2934,4,87.3784,1,1
Life After You,Daughtry,spotify:track:7NGpcNvhI2hqonWNAETIu,0.396,0.796,5,-3.253,1,0.357,0.597,,0.47,0.362,154.37,27213,3,63.75813,9,1
Wiggle,Jason Derulo Featuring Snoop Dogg,spotify:track:2sLwPnIP3CUVmIuHranJZU,0.697,0.621,9,-6.886,,0.25,0.82,,0.162,0.721,81.946,193296,4,26.61319,1,1
Glass,Thompson Square,spotify:track:1jhgT2iu9vcwQyukJ8fgW,0.576,0.524,1,-4.961,1,0.26,0.299,4.50E-01,0.13,0.263,75.963,23168,4,45.2225,9,1
Club Can't Handle Me,Flo Rida Featuring David Guetta,spotify:track:6ebkx7Q5tTxrCxKq4GYjY,0.616,0.869,,-3.911,1,0.327,0.283,,0.64,0.473,127.966,23456,4,48.599,1,1
Lust For Life,Lana Del Rey Featuring The Weeknd,spotify:track:mt2gJ425Xjm7c3jYkOBn,0.54,0.655,,-8.644,,0.542,0.64,0.193,0.364,0.262,99.982,26466,4,28.28287,13,1
Headbang Gang,Trampa,spotify:track:2evQmH8nJCkZl1pJMDFhJI,0.649,0.942,8,-3.749,1,0.121,0.317,0.245,0.458,0.218,145.83,28774,5,32.31517,7,
Idiot Savant,The Queers,spotify:track:8KlEeLR2zlNJILbDtXhyY,0.527,0.99,9,-3.894,1,0.293,0.297,,0.122,0.948,87.575,16347,4,57.22657,8,
Rebel Proud,The Profane,spotify:track:4pgqUniBOF2eOv2ecNsoo,0.394,0.962,,-4.116,1,0.16,0.165,0.365,0.269,0.395,15.442,176213,4,35.1483,7,
About The Money,T.I. Featuring Young Thug,spotify:track:1hzJQIkgXwZevaKsc7iA6D,0.81,0.721,9,-4.964,,0.265,0.487,,0.886,0.552,11.997,2712,4,19.56497,12,1
Moves,Big Sean,spotify:track:Fv5NcHBsl4bzCbollCAS,0.812,0.522,2,-5.287,1,0.257,0.433,,0.154,0.38,75.524,14297,4,38.6282,7,1
Fake Love (feat. Duncan Mighty & WizKid),Starboy,spotify:track:1zikqHEDuxRMnhYxSR41lR,0.873,0.651,1,-6.415,,0.664,0.28,0.25,0.782,0.833,16.36,246792,4,19.56649,14,
Apna Time Aayega,Ranveer Singh,spotify:track:5uaIbU3oHHcSOK6WFNK5nj,0.766,0.618,11,-8.552,,0.124,0.187,0.115,0.181,0.513,95.54,14463,4,54.996,5,
Tu Meri,Vishal-Shekhar,spotify:track:39TJkEAEkfWii8VB3JqSV,0.679,0.688,8,-5.522,1,0.293,0.773,,0.74,0.424,127.951,25789,4,22.74823,15,
Look What God Gave Her,Thomas Rhett,spotify:track:2KqJCkoTBUyDlsMt5ok1V,0.739,0.85,2,-3.966,1,0.38,0.272,,0.181,0.883,113,16896,4,3.84926,8,1
House of Doom,Candlemass,spotify:track:4GHid4lnOrC2zcMc6LeJn,0.211,0.916,6,-6.242,,0.638,0.35,0.137,0.18,0.149,15.965,381413,3,24.9895,15,
Shine,BABYMETAL,spotify:track:W8v8JgPSBWcXGp3jSOklB,0.387,0.94,1,-4.243,,0.161,0.599,0.464,0.15,0.148,13.98,352679,3,25.1549,12,
Crazy Legs/Rock Steady (Interlude),Black Thought,spotify:track:2J9Lx6RYYjBbsVPakxgtud,0.876,0.852,6,-9.423,,0.17,0.331,8.68E-01,0.533,0.859,116.16,29853,4,,2,
Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,spotify:track:YXk2ufK7CagllJ4hz8FIw,0.666,0.68,5,-6.667,1,0.34,0.239,,0.348,0.26,124.914,251627,4,39.475,1,1
223's,YNW Melly & 9lokknine,spotify:track:4sjiIpEv617LDXaidKioOI,0.932,0.547,,-7.787,,0.333,0.388,,0.924,0.695,94.998,17664,4,58.8231,8,1
Parking Lot Party,Lee Brice,spotify:track:4HFNGbVmsMV5lHUvDuXLkl,0.54,0.86,1,-5.763,1,0.81,0.646,,0.629,0.856,171.72,27893,4,17.27519,7,1
Don't Stop,Glee Cast,spotify:track:6rjnRocdCULjLF61x2NR5e,0.473,0.64,7,-4.34,1,0.337,0.38,,0.13,0.271,123.857,232,4,32.48745,12,1
Man In The Mirror,Adam Levine & Javier Colon,spotify:track:2zSxo9FebD1H3kk7bTxNzA,0.497,0.797,7,-3.619,1,0.392,0.236,2.86E-01,0.143,0.397,22.9,224,4,31.14574,11,1
Give It Up,KC & The Sunshine Band,spotify:track:3yDhZq8f17SmumVmEyCaRN,0.862,0.624,3,-11.63,1,0.565,0.192,0.153,0.465,0.882,124.896,25424,4,32.48518,11,
Biggest Alley Oop,Quavo,spotify:track:6Q36XucqrejMId3RydVhch,0.86,0.48,,-5.389,1,0.189,0.166,,0.111,0.548,75.481,1896,4,77.94424,6,1
I Found a New Way - Live from Spotify House Sxsw '16,Twin Peaks,spotify:track:3n2tIpxc7sKLBfAgnRIxe,0.253,0.911,2,-4.5,1,0.54,0.162,4.43E-01,0.96,0.54,165.711,15123,4,37.51926,5,
Crushin' It,Brad Paisley,spotify:track:3yMVUGqVK5iTTkA8kGChH2,0.595,0.823,2,-5.864,1,0.483,0.385,1.35E-01,0.984,0.745,18.99,22147,4,7.24593,7,1
Blue World,John Coltrane,spotify:track:RHEzMQT9Vw9GvSdVA5TLC,0.477,0.733,8,-8.31,1,0.682,0.732,0.756,0.153,0.385,12.42,368253,3,3.85723,1,
We Run The Night,Havana Brown Featuring Pitbull,spotify:track:mtPNQl5vePVwiI9Vykp7L,0.697,0.861,9,-4.389,,0.144,0.482,1.83E-01,0.41,0.73,127.23,2282,4,15.66763,14,1
Water,Brad Paisley,spotify:track:5z1T8M153gyxX6IKJemYX7,0.562,0.825,5,-5.794,1,0.269,0.493,0.629,0.57,0.694,97.54,26192,4,3.64355,1,1
Cornerstone,Holy Communion Instrumental Duo,spotify:track:4nWv33sxhy6M6hYg2b2XU,0.53,0.13,1,-2.691,1,0.493,0.974,0.899,0.112,0.355,131.175,273456,4,29.78627,13,
Physical,Glee Cast Featuring Olivia Newton-John,spotify:track:3hVrI7snZMTmHCnbwME47u,0.834,0.633,4,-11.442,,0.422,0.631,5.00E-01,0.313,0.94,123.815,224773,4,46.3982,9,1
Live Like We're Dying,Kris Allen,spotify:track:1HfxPaJggVwFsvOtHbVzMz,0.589,0.893,,-2.948,1,0.397,0.273,,0.343,0.94,92.11,21257,4,35.5636,1,1
Oki Doki,Swutscher,spotify:track:7DdfT6XltKhosxZ7P16ZH3,0.396,0.83,4,-9.118,1,0.49,0.427,1.12E-01,0.385,0.41,15.843,16689,4,61.65359,5,
Beer Money,Kip Moore,spotify:track:61voPX1C71rhwynuLQyajo,0.748,0.815,2,-5.576,1,0.298,0.162,,0.16,0.826,126.24,218147,4,17.3789,12,1
Little Things,One Direction,spotify:track:7kSLdGdXLey7pzLsWpdg1h,0.77,0.222,7,-11.716,1,0.329,0.788,,0.25,0.556,11.95,21964,4,6.8989,9,1
Gipsy,Moksi,spotify:track:7mA3cPnG3UkLgf1ed87fI,0.672,0.684,2,-7.897,1,0.346,0.118,0.342,0.297,0.882,123.951,26877,4,2.12272,14,
Perdendo A Linha,POCAH,spotify:track:6nbht8dSAeRhJH2I4XvAiU,0.78,0.75,9,-5.725,1,0.939,0.428,1.17E-01,0.691,0.76,95.4,28189,4,21.5763,12,
Christmas Morning,Alexandre Desplat,spotify:track:Yy77yPG4KGI1G3XlDSxgI,0.255,0.749,,-22.117,1,0.324,0.985,0.91,0.112,0.22,84.5,17367,4,61.19389,9,
"Breakout - Punk Dead, Nah Mate Compilation LP '82",Anti-System,spotify:track:6z55FkZDkgFWE6uWfsiQsv,0.314,0.937,,-6.127,,0.678,0.552,0.448,0.336,0.539,93.16,11796,4,3.744,4,
Blood Diamond,Elm Street,spotify:track:1KNmfRuBGM4lnkSVWJENZ3,0.23,0.945,4,-4.687,,0.134,0.123,0.86,0.139,0.42,7.735,713613,4,5.8723,21,
Famous,Mason Ramsey,spotify:track:1lasE4yXQmZ5mwWdGQGn8E,0.534,0.815,5,-2.815,1,0.278,0.78,,0.111,0.564,159.848,19252,4,35.7444,9,1
A Catalogue Of Afternoons,Max Richter,spotify:track:42c1ppLBsSbUjFNDzYLY1,0.124,0.924,11,-31.726,1,0.412,0.996,0.848,0.935,0.135,25.999,1188,5,23.7928,6,
4 My Town (Play Ball),Birdman Featuring Drake & Lil Wayne,spotify:track:3922kPG1JMYBNhACLo9j3f,0.615,0.619,1,-6.567,1,0.231,0.546,,0.31,0.521,152.15,261267,4,35.57366,15,1
24K Magic,Bruno Mars,spotify:track:6b8Be6ljOzmkOmFslEb23P,0.818,0.83,1,-4.282,1,0.797,0.34,,0.153,0.632,16.97,225983,4,46.6136,9,1
The Trouble With Girls,Scotty McCreery,spotify:track:Yvyj5YkjSBNgD4AiclSG,0.554,0.496,1,-7.266,1,0.281,0.391,,0.19,0.351,132.78,229573,4,18.53325,14,1
Treasure,Bruno Mars,spotify:track:55h7vJchibLdUkxdlX3fK7,0.874,0.692,5,-5.28,,0.431,0.412,7.24E-01,0.324,0.937,116.17,17856,4,63.79959,7,1
falling down (feat. shiloh),Nohidea,spotify:track:ASYuzPsTBA6ZmIsuvNZby,0.783,0.319,6,-16.88,1,0.285,0.99,0.157,0.326,0.525,8.12,96,4,12.91193,3,
Bulletproof,Joey Trap,spotify:track:41mx85p77IXenUcIKC4hQ,0.872,0.685,11,-4.211,,0.267,0.541,,0.115,0.614,163.959,14717,4,31.51258,7,
As Long As You Love Me,Justin Bieber Featuring Big Sean,spotify:track:pwYLVXVknPSGUQb39cePC,0.571,0.873,,-3.382,,0.997,0.87,,0.361,0.613,139.691,229467,4,38.32618,12,1
Scars To Your Beautiful,Alessia Cara,spotify:track:prNGof3XqfTvNDxHonvdK,0.573,0.739,,-5.74,1,0.129,0.285,,0.111,0.451,97.85,23227,4,39.64393,9,1
For the Portuguese Goth Metal Bands,The Mountain Goats,spotify:track:6pKIdCcrLDp3OxwAF1nOIX,0.69,0.441,,-15.87,1,0.36,0.837,0.796,0.116,0.555,11.954,24976,4,23.9955,12,
Out The Speakers,A-Trak + Milo & Otis Featuring Rich Kidz,spotify:track:5jyZPWZMltiZyh29JxeeP6,0.673,0.921,1,-3.274,1,0.531,0.112,0.84,0.952,0.279,13.965,193846,4,35.78629,13,1
Woah,Lil Baby,spotify:track:598yNsG1JFrGd4n2kMoz7F,0.882,0.62,11,-5.554,1,0.245,0.177,,0.178,0.43,142.959,18311,4,6.62857,7,1
I Love a Man In a Uniform,Gang Of Four,spotify:track:7zy6jG8RIUI8qNYYVuLGbY,0.772,0.435,1,-12.612,1,0.88,0.333,,0.514,0.92,112.264,247293,4,26.47998,11,
Entonces Que Somos,Banda El Recodo,spotify:track:4xgBQfC9yhhY44xgcN6vx,0.649,0.542,2,-3.493,1,0.267,0.783,9.92E-01,0.674,0.795,111.946,284,4,8.421,7,
Falling,Julee Cruise,spotify:track:2OrT3KasVDwiWX9gTBSf1,0.192,0.138,5,-17.135,1,0.315,0.892,0.553,0.114,0.757,142.187,321853,4,6.9477,17,
White Liar,Miranda Lambert,spotify:track:8NPIspzvBNj88lHalgA4V,0.35,0.777,1,-4.33,1,0.336,0.499,0.742,0.413,0.419,185.4,28776,4,32.37916,11,1
La Voix Du Corps - Deep Beats Mix,Area 42,spotify:track:7pk4Rl15mTqgEvyqHlFfJe,0.89,0.641,1,-1.766,1,0.141,0.13,0.136,0.714,0.442,119.961,2135,4,3.5348,9,
Leave Em Alone,"Layton Greene, Lil Baby, City Girls & PnB Rock",spotify:track:1bIEvOOqf2V3QBrFiClE3Y,0.517,0.747,6,-4.74,,0.296,0.189,7.35E-01,0.821,0.56,12.33,17198,4,37.275,1,1
Evelyn Goes It Alone,Geoff Zanelli,spotify:track:2cQtHBuWrXhJ7qcrOUPrKZ,0.29,0.545,6,-25.17,,0.391,0.983,0.877,0.148,0.17,83.16,153773,4,21.513,1,
Work,Iggy Azalea,spotify:track:3yx6eryOZgO54bt3B671cn,0.699,0.84,7,-4.898,1,0.144,0.631,,0.414,0.491,14.12,223197,4,56.82189,13,1
Drunk Last Night,Eli Young Band,spotify:track:4hnK8P3v7kE7T4PMBYwRhu,0.528,0.856,7,-4.65,1,0.351,0.52,,0.988,0.572,87.19,219213,4,38.39176,7,1
One Day,Matisyahu,spotify:track:nCZDQrlWA149QdGTdlsFU,0.346,0.61,,-5.818,1,0.15,0.198,,0.117,0.235,68.552,27573,4,67.6355,8,1
Presto in C Major,Arnold Schoenberg,spotify:track:4rCjX8MpAThrxtuPry563,0.41,0.892,,-2.38,1,0.551,0.929,0.367,0.375,0.389,78.749,39148,4,43.7481,18,
Can You Canoe?,The Okee Dokee Brothers,spotify:track:2pot9T6V7bZQ8EQ6PzpjC9,0.598,0.512,4,-7.717,1,0.264,0.85,,0.136,0.63,84.842,184973,4,25.5959,9,
Beast,Justify Rebellion,spotify:track:1OZEKnMylsv5QYiMMiYSHZ,0.565,0.955,2,-5.296,1,0.737,0.12,0.157,0.13,0.679,153.12,22672,4,32.95135,12,
Nia,Dj Spinna,spotify:track:GqAMhINfJlRT5RgMPyDcq,0.775,0.686,1,-6.111,1,0.627,0.118,0.92,0.848,0.734,91.929,118527,4,63.31234,5,
Be Real,Kid Ink Featuring DeJ Loaf,spotify:track:2npJPYTkykkqjezhA1g8f,0.762,0.61,9,-5.415,,0.817,0.72,0.351,0.151,0.377,99.95,2672,4,19.91791,13,1
Count Me In,The New Black,spotify:track:4cIKrS961yL177eiqIVPB,0.417,0.911,,-4.491,1,0.885,1.60E-01,0.723,0.814,0.516,155.222,245419,4,3.68666,11,
Jingle Bells (Heavy Metal Version),Orion's Reign,spotify:track:5aqkO7ASQEarovMk28JIk,0.426,0.894,,-3.946,1,0.59,0.83,0.239,0.288,0.581,124.954,16482,4,8.3719,5,
Light of the World,Woo,spotify:track:416iIfX92ZH7DjRfNQMKF,0.483,0.179,9,-21.765,,0.295,0.918,0.548,0.1,0.21,92.486,61333,4,24.28488,19,
Fall Afresh (feat. Jess Grow & Jordan Becnel),Bayside Worship,spotify:track:2kXtQxq5RSpPPaogcdNZX,0.484,0.377,1,-6.788,1,0.291,0.376,,0.134,0.891,14.67,373933,4,31.3326,13,
The Other Side,Jason Derulo,spotify:track:5FljCWRcys7PQ9277GTz,0.561,0.836,9,-3.939,1,0.1,0.525,,0.136,0.517,127.923,226987,4,32.9238,1,1
Beyond Jerusalem,Cerebral Fix,spotify:track:62u1mTRK1RRfy4ZicB4b1j,0.253,0.585,4,-1.15,1,0.42,2.93E-01,0.626,0.19,0.463,125.914,31584,4,47.64878,15,
The Archer,Taylor Swift,spotify:track:3pHkh7dlzM2AldUtz2x37,0.292,0.574,,-9.375,1,0.41,0.12,0.569,0.663,0.166,124.344,21124,4,46.1479,8,1
Souvenir,Julien Baker,spotify:track:1JPRgRUK44O15wgv8uZO1,0.598,0.3,6,-11.44,,0.264,0.732,0.52,0.946,0.167,19.34,212467,4,78.65569,6,
Therapeutin,Pöbel MC,spotify:track:577HQrSdwaPAnomKXmPEc,0.541,0.745,,-8.199,1,0.596,0.172,,0.189,0.276,185.966,258962,4,76.18939,1,
Rewrite The Stars,Zac Efron & Zendaya,spotify:track:65fpYBrI8o2cfrwf2US4gq,0.684,0.619,1,-7.5,1,0.386,0.716,,0.122,0.284,125.46,21744,4,38.4199,1,1
Champions,"Kanye West, Gucci Mane, Big Sean, 2 Chainz, Travi$ Scott, Yo Gotti, Quavo, Desiigner",spotify:track:2nBI3iWLhupR7LyAJ5GGkE,0.692,0.774,6,-2.48,,0.876,0.623,,0.873,0.349,134.952,334253,4,29.85247,15,1
Im Noktuarium,Eïs,spotify:track:3d77o89xHDPijy9CLUk9C,0.139,0.947,1,-7.219,1,0.161,1.80E-01,0.767,0.112,0.39,142.881,531427,3,35.83516,12,
A Thousand Years (Part 2),Christina Perri Featuring Steve Kazee,spotify:track:7hn8Q8WAxFdL4aZ159GI7C,0.272,0.281,1,-8.131,1,0.37,0.618,,0.111,0.152,138.856,35893,3,78.88299,13,1
Don't Box Me In (feat. 8s Babies),Tall Black Guy,spotify:track:3fxvVDL6djHk6atlpoQe,0.711,0.751,1,-6.52,1,0.388,0.139,,0.58,0.378,93.41,29777,4,21.8768,12,
Te Metiste,Ariel Camacho y Los Plebes Del Rancho,spotify:track:nNTCEOzFlBTlDCx5IfLWP,0.713,0.44,7,-4.714,1,0.391,0.658,2.24E-01,0.791,0.89,152.31,29121,3,29.27422,12,
Post-Rock / Paper / Scissors,Arbor Lights,spotify:track:5MsTsC7AtNGKG48CJdwSK,0.319,0.437,4,-8.13,,0.34,0.114,0.841,0.1,0.112,13.646,239647,4,45.31773,1,
Funk From The Future,ConsciousThoughts,spotify:track:3c3UCOlD6cgc9FgBrQ2foE,0.734,0.826,9,-9.465,,0.574,0.247,0.249,0.27,0.681,12.119,19516,4,65.16925,7,
Otis,Jay Z Kanye West Featuring Otis Redding,spotify:track:14I61w6cyYUHiV2n28IYdP,0.755,0.631,7,-4.751,,0.32,0.552,,0.5,0.433,94.571,178213,4,35.19643,7,1
Classic,MKTO,spotify:track:6FE2iI43OZnszFLuLtvvmg,0.72,0.791,1,-4.689,1,0.124,0.384,,0.157,0.756,12.71,175427,4,16.88537,9,1
Legenda Revontulet (Synth Version) [Bonus Track],Wonders of Nature,spotify:track:4adIgM2j87A8G3q3ND9ctq,0.696,0.362,11,-1.542,,0.35,0.366,0.995,0.137,0.525,77.738,46194,4,39.4414,11,
Can't Raise A Man,K. Michelle,spotify:track:vvKyFjX1hzSwpNtVwnJ2H,0.623,0.677,5,-5.215,1,0.639,0.233,,0.724,0.182,151.84,284,4,24.9526,1,1
Things I See When Making Beats,Cryptic One,spotify:track:ms3TgDwmInq23f5m2f6c2,0.539,0.649,2,-7.718,1,0.39,0.936,0.952,0.325,0.239,93.9,12971,4,3.38573,7,
Walk It Talk It,Migos Featuring Drake,spotify:track:6n4U3TlzUGhdSFbUUhTvLP,0.97,0.633,2,-5.145,1,0.184,0.876,2.60E-01,0.16,0.395,145.914,276147,4,25.46932,16,1
Sleazy Remix 2. Get Sleazier,"Ke$ha Featuring Lil Wayne, Wiz Khalifa, T.I. & Andre 3",spotify:track:1zPDgF3K6QXcTopDB3SVg9,0.698,0.791,6,-5.655,,0.233,0.172,1.19E-01,0.85,0.912,17.34,29353,4,31.79111,14,1
Dear Mister Santa Claus,Hank Jones,spotify:track:CJC8msAP6GJcCtbukfPz,0.581,0.13,5,-23.471,,0.487,0.873,0.429,0.13,0.637,19.492,235573,4,25.2838,14,
Cool Kids (Instrumental Version),Steve Petrunak,spotify:track:3AEV3hR5adfBog5CLhsWVS,0.761,0.469,8,-7.674,1,0.558,0.99,0.864,0.13,0.554,13.76,24255,4,48.88272,11,
New Horizons,Timecop1983,spotify:track:4hP5zWnPrkXHa2b15ChY8X,0.69,0.784,4,-9.596,,0.74,0.126,0.889,0.72,0.568,12.2,25617,4,33.1193,12,
Corcovado (Quiet Nights Of Quiet Stars) - Single Version,Stan Getz,spotify:track:5nU7dvOfzYs9QVVL7YVNPE,0.531,0.198,9,-15.811,,0.39,0.952,0.267,0.119,0.437,128.38,139987,4,58.1777,6,
